"createDt","deathCnt","defCnt","gubun","gubunCn","gubunEn","incDec","isolClearCnt","isolIngCnt","localOccCnt","overFlowCnt","qurRate","seq","stdDay","updateDt"
"2020-05-18 12:06:20.358","16","724","경기","京畿","Gyeonggi-do","3","600","108","2","1","5.46","1803","2020년 05월 18일 00시","null"
"2020-05-18 12:06:20.358","0","47","세종","世宗","Sejong","0","47","0","0","0","13.73","1802","2020년 05월 18일 00시","null"
"2020-05-18 12:06:20.358","1","45","울산","蔚山","Ulsan","0","41","3","0","0","3.92","1801","2020년 05월 18일 00시","null"
"2020-05-18 12:06:20.358","1","44","대전","大田","Daejeon","0","39","4","0","0","2.98","1800","2020년 05월 18일 00시","null"
"2020-05-18 12:06:20.358","0","30","광주","光州","Gwangju","0","30","0","0","0","2.06","1799","2020년 05월 18일 00시","null"
"2020-05-18 12:06:20.358","0","124","인천","仁川","Incheon","0","86","38","0","0","4.19","1798","2020년 05월 18일 00시","null"
"2020-05-18 12:06:20.357","182","6871","대구","大邱","Daegu","1","6376","313","1","0","282","1797","2020년 05월 18일 00시","null"
"2020-05-18 12:06:20.357","3","144","부산","釜山","Busan","0","130","11","0","0","4.22","1796","2020년 05월 18일 00시","null"
"2020-05-18 12:06:20.357","4","736","서울","首<U+5C14>","Seoul","1","579","153","0","1","7.56","1795","2020년 05월 18일 00시","null"
"2020-05-18 12:06:20.357","263","11065","합계","合<U+8BA1>","Total","15","9904","898","5","10","21.34","1794","2020년 05월 18일 00시","null"
"2020-05-17 10:27:46.448","0","494","검역","隔離區","Lazaretto","4","329","165","0","4","-","1793","2020년 05월 17일 00시","null"
"2020-05-17 10:27:46.448","0","14","제주","<U+6D4E>州","Jeju","0","11","3","0","0","2.09","1792","2020년 05월 17일 00시","null"
"2020-05-17 10:27:46.448","0","121","경남","<U+5E86>南","Gyeongsangnam-do","2","116","5","0","2","3.6","1791","2020년 05월 17일 00시","null"
"2020-05-17 10:27:46.448","54","1368","경북","<U+5E86>北","Gyeongsangbuk-do","0","1254","60","0","0","51.38","1790","2020년 05월 17일 00시","null"
"2020-05-17 10:27:46.448","0","18","전남","全南","Jeollanam-do","0","13","5","0","0","0.97","1789","2020년 05월 17일 00시","null"
"2020-05-17 10:27:46.448","0","20","전북","全北","Jeollabuk-do","0","16","4","0","0","1.1","1788","2020년 05월 17일 00시","null"
"2020-05-17 10:27:46.447","0","144","충남","忠南","Chungcheongnam-do","0","140","4","0","0","6.78","1787","2020년 05월 17일 00시","null"
"2020-05-17 10:27:46.447","0","56","충북","忠北","Chungcheongbuk-do","0","43","13","0","0","3.5","1786","2020년 05월 17일 00시","null"
"2020-05-17 10:27:46.447","2","55","강원","江原","Gangwon-do","0","45","8","0","0","3.57","1785","2020년 05월 17일 00시","null"
"2020-05-17 10:27:46.447","16","721","경기","京畿","Gyeonggi-do","0","598","107","0","0","5.44","1784","2020년 05월 17일 00시","null"
"2020-05-17 10:27:46.447","0","47","세종","世宗","Sejong","0","47","0","0","0","13.73","1783","2020년 05월 17일 00시","null"
"2020-05-17 10:27:46.447","1","45","울산","蔚山","Ulsan","0","41","3","0","0","3.92","1782","2020년 05월 17일 00시","null"
"2020-05-17 10:27:46.447","1","44","대전","大田","Daejeon","1","39","4","1","0","2.98","1781","2020년 05월 17일 00시","null"
"2020-05-17 10:27:46.447","0","30","광주","光州","Gwangju","0","30","0","0","0","2.06","1780","2020년 05월 17일 00시","null"
"2020-05-17 10:27:46.446","0","124","인천","仁川","Incheon","0","85","39","0","0","4.19","1779","2020년 05월 17일 00시","null"
"2020-05-17 10:27:46.446","181","6870","대구","大邱","Daegu","1","6376","313","1","0","281.96","1778","2020년 05월 17일 00시","null"
"2020-05-17 10:27:46.446","3","144","부산","釜山","Busan","0","130","11","0","0","4.22","1777","2020년 05월 17일 00시","null"
"2020-05-17 10:27:46.446","4","735","서울","首<U+5C14>","Seoul","5","575","156","4","1","7.55","1776","2020년 05월 17일 00시","null"
"2020-05-17 10:27:46.446","262","11050","합계","合<U+8BA1>","Total","13","9888","900","6","7","21.31","1775","2020년 05월 17일 00시","null"
"2020-05-16 10:25:11.069","0","490","검역","隔離區","Lazaretto","8","316","174","0","8","-","1774","2020년 5월 16일 00시","null"
"2020-05-16 10:25:11.068","0","14","제주","<U+6D4E>州","Jeju","0","11","3","0","0","2.09","1773","2020년 5월 16일 00시","null"
"2020-05-16 10:25:11.068","0","119","경남","<U+5E86>南","Gyeongsangnam-do","0","116","3","0","0","3.54","1772","2020년 5월 16일 00시","null"
"2020-05-16 10:25:11.068","54","1368","경북","<U+5E86>北","Gyeongsangbuk-do","0","1253","61","0","0","51.38","1771","2020년 5월 16일 00시","null"
"2020-05-16 10:25:11.068","0","18","전남","全南","Jeollanam-do","0","13","5","0","0","0.97","1770","2020년 5월 16일 00시","null"
"2020-05-16 10:25:11.068","0","20","전북","全北","Jeollabuk-do","0","16","4","0","0","1.10","1769","2020년 5월 16일 00시","null"
"2020-05-16 10:25:11.068","0","144","충남","忠南","Chungcheongnam-do","0","139","5","0","0","6.78","1768","2020년 5월 16일 00시","null"
"2020-05-16 10:25:11.068","0","56","충북","忠北","Chungcheongbuk-do","1","43","13","1","0","3.50","1767","2020년 5월 16일 00시","null"
"2020-05-16 10:25:11.068","2","55","강원","江原","Gangwon-do","0","45","8","0","0","3.57","1766","2020년 5월 16일 00시","null"
"2020-05-16 10:25:11.068","16","721","경기","京畿","Gyeonggi-do","4","587","118","2","2","5.44","1765","2020년 5월 16일 00시","null"
"2020-05-16 10:25:11.068","0","47","세종","世宗","Sejong","0","47","0","0","0","13.73","1764","2020년 5월 16일 00시","null"
"2020-05-16 10:25:11.067","1","45","울산","蔚山","Ulsan","0","40","4","0","0","3.92","1763","2020년 5월 16일 00시","null"
"2020-05-16 10:25:11.067","1","43","대전","大田","Daejeon","0","39","3","0","0","2.92","1762","2020년 5월 16일 00시","null"
"2020-05-16 10:25:11.067","0","30","광주","光州","Gwangju","0","30","0","0","0","2.06","1761","2020년 5월 16일 00시","null"
"2020-05-16 10:25:11.067","0","124","인천","仁川","Incheon","0","85","39","0","0","4.19","1760","2020년 5월 16일 00시","null"
"2020-05-16 10:25:11.067","181","6869","대구","大邱","Daegu","1","6367","321","1","0","281.92","1759","2020년 5월 16일 00시","null"
"2020-05-16 10:25:11.067","3","114","부산","釜山","Busan","0","130","11","0","0","4.22","1758","2020년 5월 16일 00시","null"
"2020-05-16 10:25:11.067","4","730","서울","首<U+5C14>","Seoul","5","574","152","5","0","7.50","1757","2020년 5월 16일 00시","null"
"2020-05-16 10:25:11.066","262","11037","합계","合<U+8BA1>","Total","19","9851","924","9","10","21.29","1756","2020년 5월 16일 00시","null"
"2020-05-15 10:16:38.71","0","482","검역","隔離區","Lazaretto","1","311","171","0","1","-","1755","2020년 05월 15일 00시","null"
"2020-05-15 10:16:38.71","0","14","제주","<U+6D4E>州","Jeju","0","12","2","0","0","2.09","1754","2020년 05월 15일 00시","null"
"2020-05-15 10:16:38.71","0","119","경남","<U+5E86>南","Gyeongsangnam-do","0","115","4","0","0","3.54","1753","2020년 05월 15일 00시","null"
"2020-05-15 10:16:38.709","54","1368","경북","<U+5E86>北","Gyeongsangbuk-do","0","1245","69","0","0","51.38","1752","2020년 05월 15일 00시","null"
"2020-05-15 10:16:38.709","0","18","전남","全南","Jeollanam-do","1","13","5","0","1","0.97","1751","2020년 05월 15일 00시","null"
"2020-05-15 10:16:38.709","0","20","전북","全北","Jeollabuk-do","0","14","6","0","0","1.1","1750","2020년 05월 15일 00시","null"
"2020-05-15 10:16:38.709","0","144","충남","忠南","Chungcheongnam-do","0","139","5","0","0","6.78","1749","2020년 05월 15일 00시","null"
"2020-05-15 10:16:38.709","0","55","충북","忠北","Chungcheongbuk-do","0","43","12","0","0","3.44","1748","2020년 05월 15일 00시","null"
"2020-05-15 10:16:38.709","2","55","강원","江原","Gangwon-do","0","44","9","0","0","3.57","1747","2020년 05월 15일 00시","null"
"2020-05-15 10:16:38.709","16","717","경기","京畿","Gyeonggi-do","3","583","118","1","2","5.41","1746","2020년 05월 15일 00시","null"
"2020-05-15 10:16:38.709","0","47","세종","世宗","Sejong","0","47","0","0","0","13.73","1745","2020년 05월 15일 00시","null"
"2020-05-15 10:16:38.709","1","45","울산","蔚山","Ulsan","0","39","5","0","0","3.92","1744","2020년 05월 15일 00시","null"
"2020-05-15 10:16:38.708","1","43","대전","大田","Daejeon","0","39","3","0","0","2.92","1743","2020년 05월 15일 00시","null"
"2020-05-15 10:16:38.708","0","30","광주","光州","Gwangju","0","30","0","0","0","2.06","1742","2020년 05월 15일 00시","null"
"2020-05-15 10:16:38.708","0","124","인천","仁川","Incheon","5","85","39","4","1","4.19","1741","2020년 05월 15일 00시","null"
"2020-05-15 10:16:38.708","179","6868","대구","大邱","Daegu","3","6366","323","3","0","281.88","1740","2020년 05월 15일 00시","null"
"2020-05-15 10:16:38.708","3","144","부산","釜山","Busan","0","127","14","0","0","4.22","1739","2020년 05월 15일 00시","null"
"2020-05-15 10:16:38.708","4","725","서울","首<U+5C14>","Seoul","14","569","152","14","0","7.45","1738","2020년 05월 15일 00시","null"
"2020-05-15 10:16:38.708","260","11018","합계","合<U+8BA1>","Total","27","9821","937","22","5","21.25","1737","2020년 05월 15일 00시","null"
"2020-05-14 10:19:04.833","0","481","검역","隔離區","Lazaretto","0","290","191","0","0","-","1736","2020년 5월 14일 00시","null"
"2020-05-14 10:19:04.833","0","14","제주","<U+6D4E>州","Jeju","0","12","2","0","0","2.09","1735","2020년 5월 14일 00시","null"
"2020-05-14 10:19:04.833","0","119","경남","<U+5E86>南","Gyeongsangnam-do","0","114","5","0","0","3.54","1734","2020년 5월 14일 00시","null"
"2020-05-14 10:19:04.833","54","1368","경북","<U+5E86>北","Gyeongsangbuk-do","1","1237","77","0","1","51.38","1733","2020년 5월 14일 00시","null"
"2020-05-14 10:19:04.832","0","17","전남","全南","Jeollanam-do","1","13","4","0","1","0.91","1732","2020년 5월 14일 00시","null"
"2020-05-14 10:19:04.832","0","20","전북","全北","Jeollabuk-do","0","14","6","0","0","1.10","1731","2020년 5월 14일 00시","null"
"2020-05-14 10:19:04.832","0","144","충남","忠南","Chungcheongnam-do","1","138","6","1","0","6.78","1730","2020년 5월 14일 00시","null"
"2020-05-14 10:19:04.832","0","55","충북","忠北","Chungcheongbuk-do","3","43","12","3","0","3.44","1729","2020년 5월 14일 00시","null"
"2020-05-14 10:19:04.832","2","55","강원","江原","Gangwon-do","1","43","10","1","0","3.57","1728","2020년 5월 14일 00시","null"
"2020-05-14 10:19:04.832","16","714","경기","京畿","Gyeonggi-do","6","577","121","6","0","5.39","1727","2020년 5월 14일 00시","null"
"2020-05-14 10:19:04.832","0","47","세종","世宗","Sejong","0","46","1","0","0","13.73","1726","2020년 5월 14일 00시","null"
"2020-05-14 10:19:04.832","1","45","울산","蔚山","Ulsan","0","41","3","0","0","3.92","1725","2020년 5월 14일 00시","null"
"2020-05-14 10:19:04.832","1","43","대전","大田","Daejeon","0","39","3","0","0","2.92","1724","2020년 5월 14일 00시","null"
"2020-05-14 10:19:04.831","0","30","광주","光州","Gwangju","0","30","0","0","0","2.06","1723","2020년 5월 14일 00시","null"
"2020-05-14 10:19:04.831","0","119","인천","仁川","Incheon","12","85","34","12","0","4.03","1722","2020년 5월 14일 00시","null"
"2020-05-14 10:19:04.831","179","6865","대구","大邱","Daegu","0","6349","337","0","0","281.76","1721","2020년 5월 14일 00시","null"
"2020-05-14 10:19:04.831","3","144","부산","釜山","Busan","0","127","14","0","0","4.22","1720","2020년 5월 14일 00시","null"
"2020-05-14 10:19:04.831","4","711","서울","首<U+5C14>","Seoul","4","564","143","3","1","7.30","1719","2020년 5월 14일 00시","null"
"2020-05-14 10:19:04.831","260","10991","합계","合<U+8BA1>","Total","29","9762","969","26","3","21.20","1718","2020년 5월 14일 00시","null"
"2020-05-13 10:12:54.19","0","481","검역","隔離區","Lazaretto","1","280","201","0","1","-","1717","2020년 05월 13일 00시","null"
"2020-05-13 10:12:54.19","0","14","제주","<U+6D4E>州","Jeju","0","12","2","0","0","2.09","1716","2020년 05월 13일 00시","null"
"2020-05-13 10:12:54.19","0","119","경남","<U+5E86>南","Gyeongsangnam-do","1","113","6","1","0","3.54","1715","2020년 05월 13일 00시","null"
"2020-05-13 10:12:54.19","54","1367","경북","<U+5E86>北","Gyeongsangbuk-do","0","1231","82","0","0","51.34","1714","2020년 05월 13일 00시","null"
"2020-05-13 10:12:54.19","0","16","전남","全南","Jeollanam-do","0","12","4","0","0","0.86","1713","2020년 05월 13일 00시","null"
"2020-05-13 10:12:54.19","0","20","전북","全北","Jeollabuk-do","1","14","6","1","0","1.1","1712","2020년 05월 13일 00시","null"
"2020-05-13 10:12:54.189","0","143","충남","忠南","Chungcheongnam-do","0","138","5","0","0","6.74","1711","2020년 05월 13일 00시","null"
"2020-05-13 10:12:54.189","0","52","충북","忠北","Chungcheongbuk-do","0","43","9","0","0","3.25","1710","2020년 05월 13일 00시","null"
"2020-05-13 10:12:54.189","2","54","강원","江原","Gangwon-do","0","42","10","0","0","3.51","1709","2020년 05월 13일 00시","null"
"2020-05-13 10:12:54.189","16","708","경기","京畿","Gyeonggi-do","2","563","129","1","1","5.34","1708","2020년 05월 13일 00시","null"
"2020-05-13 10:12:54.189","0","47","세종","世宗","Sejong","0","46","1","0","0","13.73","1707","2020년 05월 13일 00시","null"
"2020-05-13 10:12:54.189","1","45","울산","蔚山","Ulsan","1","41","3","0","1","3.92","1706","2020년 05월 13일 00시","null"
"2020-05-13 10:12:54.189","1","43","대전","大田","Daejeon","0","38","4","0","0","2.92","1705","2020년 05월 13일 00시","null"
"2020-05-13 10:12:54.189","0","30","광주","光州","Gwangju","0","30","0","0","0","2.06","1704","2020년 05월 13일 00시","null"
"2020-05-13 10:12:54.188","0","107","인천","仁川","Incheon","2","86","21","2","0","3.62","1703","2020년 05월 13일 00시","null"
"2020-05-13 10:12:54.188","179","6865","대구","大邱","Daegu","3","6322","364","2","1","281.76","1702","2020년 05월 13일 00시","null"
"2020-05-13 10:12:54.188","3","144","부산","釜山","Busan","3","126","15","3","0","4.22","1701","2020년 05월 13일 00시","null"
"2020-05-13 10:12:54.188","3","707","서울","首<U+5C14>","Seoul","12","558","146","12","0","7.26","1700","2020년 05월 13일 00시","null"
"2020-05-13 10:12:54.188","259","10962","합계","合<U+8BA1>","Total","26","9695","1008","22","4","21.14","1699","2020년 05월 13일 00시","null"
"2020-05-12 10:15:53.977","0","480","검역","隔離區","Lazaretto","1","267","213","0","1","-","1698","2020년 05월 12일 00시","null"
"2020-05-12 10:15:53.977","0","14","제주","<U+6D4E>州","Jeju","0","12","2","0","0","2.09","1697","2020년 05월 12일 00시","null"
"2020-05-12 10:15:53.977","0","118","경남","<U+5E86>南","Gyeongsangnam-do","1","112","6","0","1","3.51","1696","2020년 05월 12일 00시","null"
"2020-05-12 10:15:53.977","54","1367","경북","<U+5E86>北","Gyeongsangbuk-do","1","1230","83","0","1","51.34","1695","2020년 05월 12일 00시","null"
"2020-05-12 10:15:53.976","0","16","전남","全南","Jeollanam-do","0","12","4","0","0","0.86","1694","2020년 05월 12일 00시","null"
"2020-05-12 10:15:53.976","0","19","전북","全北","Jeollabuk-do","0","14","5","0","0","1.05","1693","2020년 05월 12일 00시","null"
"2020-05-12 10:15:53.976","0","143","충남","忠南","Chungcheongnam-do","0","136","7","0","0","6.74","1692","2020년 05월 12일 00시","null"
"2020-05-12 10:15:53.976","0","52","충북","忠北","Chungcheongbuk-do","0","42","10","0","0","3.25","1691","2020년 05월 12일 00시","null"
"2020-05-12 10:15:53.976","2","54","강원","江原","Gangwon-do","0","41","11","0","0","3.51","1690","2020년 05월 12일 00시","null"
"2020-05-12 10:15:53.976","16","706","경기","京畿","Gyeonggi-do","8","559","131","8","0","5.33","1689","2020년 05월 12일 00시","null"
"2020-05-12 10:15:53.976","0","47","세종","世宗","Sejong","0","45","2","0","0","13.73","1688","2020년 05월 12일 00시","null"
"2020-05-12 10:15:53.976","1","44","울산","蔚山","Ulsan","0","40","3","0","0","3.84","1687","2020년 05월 12일 00시","null"
"2020-05-12 10:15:53.976","1","43","대전","大田","Daejeon","2","38","4","0","2","2.92","1686","2020년 05월 12일 00시","null"
"2020-05-12 10:15:53.976","0","30","광주","光州","Gwangju","0","30","0","0","0","2.06","1685","2020년 05월 12일 00시","null"
"2020-05-12 10:15:53.975","0","105","인천","仁川","Incheon","1","82","23","1","0","3.55","1684","2020년 05월 12일 00시","null"
"2020-05-12 10:15:53.975","179","6862","대구","大邱","Daegu","1","6331","352","1","0","281.63","1683","2020년 05월 12일 00시","null"
"2020-05-12 10:15:53.975","3","141","부산","釜山","Busan","0","125","13","0","0","4.13","1682","2020년 05월 12일 00시","null"
"2020-05-12 10:15:53.975","2","695","서울","首<U+5C14>","Seoul","12","554","139","12","0","7.14","1681","2020년 05월 12일 00시","null"
"2020-05-12 10:15:53.975","258","10936","합계","合<U+8BA1>","Total","27","9670","1008","22","5","21.09","1680","2020년 05월 12일 00시","null"
"2020-05-11 10:29:02.817","0","479","검역","隔離區","Lazaretto","3","260","219","0","3","-","1679","2020년 05월 11일 00시","null"
"2020-05-11 10:29:02.817","0","14","제주","<U+6D4E>州","Jeju","0","13","1","0","0","2.09","1678","2020년 05월 11일 00시","null"
"2020-05-11 10:29:02.817","0","117","경남","<U+5E86>南","Gyeongsangnam-do","0","110","7","0","0","3.48","1677","2020년 05월 11일 00시","null"
"2020-05-11 10:29:02.817","53","1366","경북","<U+5E86>北","Gyeongsangbuk-do","0","1228","85","0","0","51.31","1676","2020년 05월 11일 00시","null"
"2020-05-11 10:29:02.817","0","16","전남","全南","Jeollanam-do","0","12","4","0","0","0.86","1675","2020년 05월 11일 00시","null"
"2020-05-11 10:29:02.817","0","19","전북","全北","Jeollabuk-do","0","14","5","0","0","1.05","1674","2020년 05월 11일 00시","null"
"2020-05-11 10:29:02.817","0","143","충남","忠南","Chungcheongnam-do","0","134","9","0","0","6.74","1673","2020년 05월 11일 00시","null"
"2020-05-11 10:29:02.817","0","52","충북","忠北","Chungcheongbuk-do","3","42","10","3","0","3.25","1672","2020년 05월 11일 00시","null"
"2020-05-11 10:29:02.817","2","54","강원","江原","Gangwon-do","1","41","11","0","1","3.51","1671","2020년 05월 11일 00시","null"
"2020-05-11 10:29:02.816","16","698","경기","京畿","Gyeonggi-do","4","557","125","4","0","5.27","1670","2020년 05월 11일 00시","null"
"2020-05-11 10:29:02.816","0","47","세종","世宗","Sejong","1","45","2","0","1","13.73","1669","2020년 05월 11일 00시","null"
"2020-05-11 10:29:02.816","1","44","울산","蔚山","Ulsan","0","38","5","0","0","3.84","1668","2020년 05월 11일 00시","null"
"2020-05-11 10:29:02.816","1","41","대전","大田","Daejeon","0","38","2","0","0","2.78","1667","2020년 05월 11일 00시","null"
"2020-05-11 10:29:02.816","0","30","광주","光州","Gwangju","0","30","0","0","0","2.06","1666","2020년 05월 11일 00시","null"
"2020-05-11 10:29:02.816","0","104","인천","仁川","Incheon","3","82","22","2","1","3.52","1665","2020년 05월 11일 00시","null"
"2020-05-11 10:29:02.816","178","6861","대구","大邱","Daegu","0","6318","365","0","0","281.59","1664","2020년 05월 11일 00시","null"
"2020-05-11 10:29:02.816","3","141","부산","釜山","Busan","0","125","13","0","0","4.13","1663","2020년 05월 11일 00시","null"
"2020-05-11 10:29:02.816","2","683","서울","首<U+5C14>","Seoul","20","545","136","20","0","7.02","1662","2020년 05월 11일 00시","null"
"2020-05-11 10:29:02.815","256","10909","합계","合<U+8BA1>","Total","35","9632","1021","29","6","21.04","1661","2020년 05월 11일 00시","null"
"2020-05-10 10:15:23.274","0","476","검역","隔離區","Lazaretto","6","256","220","0","6","-","1660","2020년 5월 10일 00시","null"
"2020-05-10 10:15:23.274","0","14","제주","<U+6D4E>州","Jeju","1","13","1","1","0","2.09","1659","2020년 5월 10일 00시","null"
"2020-05-10 10:15:23.274","0","117","경남","<U+5E86>南","Gyeongsangnam-do","0","108","9","0","0","3.48","1658","2020년 5월 10일 00시","null"
"2020-05-10 10:15:23.274","53","1366","경북","<U+5E86>北","Gyeongsangbuk-do","0","1220","93","0","0","51.31","1657","2020년 5월 10일 00시","null"
"2020-05-10 10:15:23.274","0","16","전남","全南","Jeollanam-do","0","12","4","0","0","0.86","1656","2020년 5월 10일 00시","null"
"2020-05-10 10:15:23.274","0","19","전북","全北","Jeollabuk-do","0","14","5","0","0","1.05","1655","2020년 5월 10일 00시","null"
"2020-05-10 10:15:23.274","0","143","충남","忠南","Chungcheongnam-do","0","433","10","0","0","6.74","1654","2020년 5월 10일 00시","null"
"2020-05-10 10:15:23.274","0","49","충북","忠北","Chungcheongbuk-do","2","42","7","2","0","3.06","1653","2020년 5월 10일 00시","null"
"2020-05-10 10:15:23.274","2","53","강원","江原","Gangwon-do","0","41","10","0","0","3.44","1652","2020년 5월 10일 00시","null"
"2020-05-10 10:15:23.273","16","694","경기","京畿","Gyeonggi-do","6","556","122","6","0","5.24","1651","2020년 5월 10일 00시","null"
"2020-05-10 10:15:23.273","0","46","세종","世宗","Sejong","0","45","1","0","0","13.44","1650","2020년 5월 10일 00시","null"
"2020-05-10 10:15:23.273","1","44","울산","蔚山","Ulsan","0","38","5","0","0","3.84","1649","2020년 5월 10일 00시","null"
"2020-05-10 10:15:23.273","1","41","대전","大田","Daejeon","0","38","2","0","0","2.78","1648","2020년 5월 10일 00시","null"
"2020-05-10 10:15:23.273","0","30","광주","光州","Gwangju","0","30","0","0","0","2.06","1647","2020년 5월 10일 00시","null"
"2020-05-10 10:15:23.273","0","101","인천","仁川","Incheon","3","80","21","3","0","3.42","1646","2020년 5월 10일 00시","null"
"2020-05-10 10:15:23.273","178","6861","대구","大邱","Daegu","2","6318","365","2","0","281.29","1645","2020년 5월 10일 00시","null"
"2020-05-10 10:15:23.272","3","141","부산","釜山","Busan","0","125","13","0","0","4.13","1644","2020년 5월 10일 00시","null"
"2020-05-10 10:15:23.272","2","663","서울","首<U+5C14>","Seoul","14","541","120","12","2","6.81","1643","2020년 5월 10일 00시","null"
"2020-05-10 10:15:23.272","256","10874","합계","合<U+8BA1>","Total","34","9610","1008","26","8","20.97","1642","2020년 5월 10일 00시","null"
"2020-05-09 10:16:23.205","0","470","검역","隔離區","Lazaretto","0","249","221","0","0","-","1641","2020년 05월 09일 00시","null"
"2020-05-09 10:16:23.205","0","13","제주","<U+6D4E>州","Jeju","0","13","0","0","0","1.94","1640","2020년 05월 09일 00시","null"
"2020-05-09 10:16:23.205","0","117","경남","<U+5E86>南","Gyeongsangnam-do","0","107","10","0","0","3.48","1639","2020년 05월 09일 00시","null"
"2020-05-09 10:16:23.205","53","1366","경북","<U+5E86>北","Gyeongsangbuk-do","0","1215","98","0","0","51.31","1638","2020년 05월 09일 00시","null"
"2020-05-09 10:16:23.205","0","16","전남","全南","Jeollanam-do","0","12","4","0","0","0.86","1637","2020년 05월 09일 00시","null"
"2020-05-09 10:16:23.205","0","19","전북","全北","Jeollabuk-do","0","14","5","0","0","1.05","1636","2020년 05월 09일 00시","null"
"2020-05-09 10:16:23.205","0","143","충남","忠南","Chungcheongnam-do","0","133","10","0","0","6.74","1635","2020년 05월 09일 00시","null"
"2020-05-09 10:16:23.205","0","47","충북","忠北","Chungcheongbuk-do","0","41","6","0","0","2.94","1634","2020년 05월 09일 00시","null"
"2020-05-09 10:16:23.205","2","53","강원","江原","Gangwon-do","0","41","10","0","0","3.44","1633","2020년 05월 09일 00시","null"
"2020-05-09 10:16:23.204","16","688","경기","京畿","Gyeonggi-do","4","548","124","3","1","5.19","1632","2020년 05월 09일 00시","null"
"2020-05-09 10:16:23.204","0","46","세종","世宗","Sejong","0","45","1","0","0","13.44","1631","2020년 05월 09일 00시","null"
"2020-05-09 10:16:23.204","1","44","울산","蔚山","Ulsan","0","38","5","0","0","3.84","1630","2020년 05월 09일 00시","null"
"2020-05-09 10:16:23.204","1","41","대전","大田","Daejeon","0","38","2","0","0","2.78","1629","2020년 05월 09일 00시","null"
"2020-05-09 10:16:23.204","0","30","광주","光州","Gwangju","0","29","1","0","0","2.06","1628","2020년 05월 09일 00시","null"
"2020-05-09 10:16:23.204","0","98","인천","仁川","Incheon","1","78","20","1","0","3.32","1627","2020년 05월 09일 00시","null"
"2020-05-09 10:16:23.204","178","6859","대구","大邱","Daegu","0","6306","375","0","0","281.51","1626","2020년 05월 09일 00시","null"
"2020-05-09 10:16:23.204","3","141","부산","釜山","Busan","1","125","13","1","0","4.13","1625","2020년 05월 09일 00시","null"
"2020-05-09 10:16:23.204","2","649","서울","首<U+5C14>","Seoul","12","536","111","12","0","6.67","1624","2020년 05월 09일 00시","null"
"2020-05-09 10:16:23.203","256","10840","합계","合<U+8BA1>","Total","18","9568","1016","17","1","20.91","1623","2020년 05월 09일 00시","null"
"2020-05-08 10:16:57.167","0","470","검역","隔離區","Lazaretto","3","242","228","0","3","-","1622","2020년 05월 08일 00시","null"
"2020-05-08 10:16:57.167","0","13","제주","<U+6D4E>州","Jeju","0","12","1","0","0","1.94","1621","2020년 05월 08일 00시","null"
"2020-05-08 10:16:57.167","0","117","경남","<U+5E86>南","Gyeongsangnam-do","0","105","12","0","0","3.48","1620","2020년 05월 08일 00시","null"
"2020-05-08 10:16:57.167","53","1366","경북","<U+5E86>北","Gyeongsangbuk-do","0","1206","107","0","0","51.31","1619","2020년 05월 08일 00시","null"
"2020-05-08 10:16:57.166","0","16","전남","全南","Jeollanam-do","0","12","4","0","0","0.86","1618","2020년 05월 08일 00시","null"
"2020-05-08 10:16:57.166","0","19","전북","全北","Jeollabuk-do","1","14","5","0","1","1.05","1617","2020년 05월 08일 00시","null"
"2020-05-08 10:16:57.166","0","143","충남","忠南","Chungcheongnam-do","0","130","13","0","0","6.74","1616","2020년 05월 08일 00시","null"
"2020-05-08 10:16:57.166","0","47","충북","忠北","Chungcheongbuk-do","1","41","6","0","1","2.94","1615","2020년 05월 08일 00시","null"
"2020-05-08 10:16:57.166","2","53","강원","江原","Gangwon-do","0","41","10","0","0","3.44","1614","2020년 05월 08일 00시","null"
"2020-05-08 10:16:57.165","16","684","경기","京畿","Gyeonggi-do","2","538","130","1","1","5.16","1613","2020년 05월 08일 00시","null"
"2020-05-08 10:16:57.165","0","46","세종","世宗","Sejong","0","45","1","0","0","13.44","1612","2020년 05월 08일 00시","null"
"2020-05-08 10:16:57.165","1","44","울산","蔚山","Ulsan","0","37","6","0","0","3.84","1611","2020년 05월 08일 00시","null"
"2020-05-08 10:16:57.165","1","41","대전","大田","Daejeon","0","38","2","0","0","2.78","1610","2020년 05월 08일 00시","null"
"2020-05-08 10:16:57.165","0","30","광주","光州","Gwangju","0","28","2","0","0","2.06","1609","2020년 05월 08일 00시","null"
"2020-05-08 10:16:57.165","0","97","인천","仁川","Incheon","0","75","22","0","0","3.28","1608","2020년 05월 08일 00시","null"
"2020-05-08 10:16:57.165","178","6859","대구","大邱","Daegu","3","6277","404","0","3","281.51","1607","2020년 05월 08일 00시","null"
"2020-05-08 10:16:57.164","3","140","부산","釜山","Busan","2","123","14","0","2","4.1","1606","2020년 05월 08일 00시","null"
"2020-05-08 10:16:57.164","2","637","서울","首<U+5C14>","Seoul","0","520","115","0","0","6.54","1605","2020년 05월 08일 00시","null"
"2020-05-08 10:16:57.164","256","10822","합계","合<U+8BA1>","Total","12","9484","1082","1","11","20.87","1604","2020년 05월 08일 00시","null"
"2020-05-07 10:15:27.616","0","467","검역","隔離區","Lazaretto","1","231","236","0","1","-","1603","2020년 05월 07일 00시","null"
"2020-05-07 10:15:27.616","0","13","제주","<U+6D4E>州","Jeju","0","12","1","0","0","1.94","1602","2020년 05월 07일 00시","null"
