date,IO,trafic
20180914,입구,"1,577,734"
20180914,출구,"1,588,075"
20180914,합계,"3,165,809"
20180915,입구,"1,462,496"
20180915,출구,"1,461,401"
20180915,합계,"2,923,897"
20180916,입구,"1,213,411"
20180916,출구,"1,244,470"
20180916,합계,"2,457,881"
20180917,입구,"1,529,201"
20180917,출구,"1,522,795"
20180917,합계,"3,051,996"
20180918,입구,"1,527,392"
20180918,출구,"1,551,272"
20180918,합계,"3,078,664"
20180919,입구,"1,533,334"
20180919,출구,"1,557,860"
20180919,합계,"3,091,194"
20180920,입구,"1,489,509"
20180920,출구,"1,506,474"
20180920,합계,"2,995,983"
20180921,입구,"1,532,383"
20180921,출구,"1,481,816"
20180921,합계,"3,014,199"
20180922,입구,"1,376,774"
20180922,출구,"1,159,129"
20180922,합계,"2,535,903"
20180923,입구,"1,279,217"
20180923,출구,"1,091,338"
20180923,합계,"2,370,555"
20180924,입구,"1,455,704"
20180924,출구,"1,460,639"
20180924,합계,"2,916,343"
20180925,입구,"1,185,821"
20180925,출구,"1,404,096"
20180925,합계,"2,589,917"
20180926,입구,"1,038,955"
20180926,출구,"1,239,481"
20180926,합계,"2,278,436"
20180927,입구,"1,398,912"
20180927,출구,"1,404,527"
20180927,합계,"2,803,439"
20180928,입구,"1,491,382"
20180928,출구,"1,503,438"
20180928,합계,"2,994,820"
20180929,입구,"1,352,796"
20180929,출구,"1,348,064"
20180929,합계,"2,700,860"
20180930,입구,"1,083,232"
20180930,출구,"1,104,683"
20180930,합계,"2,187,915"
20181001,입구,"1,460,588"
20181001,출구,"1,441,809"
20181001,합계,"2,902,397"
20181002,입구,"1,527,918"
20181002,출구,"1,537,768"
20181002,합계,"3,065,686"
20181003,입구,"1,249,912"
20181003,출구,"1,259,136"
20181003,합계,"2,509,048"
20181004,입구,"1,499,300"
20181004,출구,"1,499,587"
20181004,합계,"2,998,887"
20181005,입구,"1,429,649"
20181005,출구,"1,471,932"
20181005,합계,"2,901,581"
20181006,입구,"1,217,556"
20181006,출구,"1,195,731"
20181006,합계,"2,413,287"
20181007,입구,"1,207,876"
20181007,출구,"1,188,145"
20181007,합계,"2,396,021"
20181008,입구,"1,539,516"
20181008,출구,"1,526,928"
20181008,합계,"3,066,444"
20181009,입구,"1,271,969"
20181009,출구,"1,297,112"
20181009,합계,"2,569,081"
20181010,입구,"1,483,441"
20181010,출구,"1,471,713"
20181010,합계,"2,955,154"
20181011,입구,"1,488,884"
20181011,출구,"1,505,108"
20181011,합계,"2,993,992"
20181012,입구,"1,580,154"
20181012,출구,"1,575,586"
20181012,합계,"3,155,740"
20181013,입구,"1,477,539"
20181013,출구,"1,459,975"
20181013,합계,"2,937,514"
20181014,입구,"1,226,265"
20181014,출구,"1,274,037"
20181014,합계,"2,500,302"
20181015,입구,"1,498,983"
20181015,출구,"1,487,384"
20181015,합계,"2,986,367"
20181016,입구,"1,478,633"
20181016,출구,"1,487,887"
20181016,합계,"2,966,520"
20181017,입구,"1,477,333"
20181017,출구,"1,491,157"
20181017,합계,"2,968,490"
20181018,입구,"1,486,944"
20181018,출구,"1,499,756"
20181018,합계,"2,986,700"
20181019,입구,"1,569,424"
20181019,출구,"1,561,125"
20181019,합계,"3,130,549"
20181020,입구,"1,486,088"
20181020,출구,"1,476,227"
20181020,합계,"2,962,315"
20181021,입구,"1,233,570"
20181021,출구,"1,278,120"
20181021,합계,"2,511,690"
20181022,입구,"1,487,207"
20181022,출구,"1,487,663"
20181022,합계,"2,974,870"
20181023,입구,"1,442,741"
20181023,출구,"1,456,101"
20181023,합계,"2,898,842"
20181024,입구,"1,476,052"
20181024,출구,"1,486,236"
20181024,합계,"2,962,288"
20181025,입구,"1,493,506"
20181025,출구,"1,508,376"
20181025,합계,"3,001,882"
20181026,입구,"1,491,355"
20181026,출구,"1,493,743"
20181026,합계,"2,985,098"
20181027,입구,"1,470,233"
20181027,출구,"1,441,083"
20181027,합계,"2,911,316"
20181028,입구,"1,155,872"
20181028,출구,"1,206,463"
20181028,합계,"2,362,335"
20181029,입구,"1,484,647"
20181029,출구,"1,472,469"
20181029,합계,"2,957,116"
20181030,입구,"1,473,866"
20181030,출구,"1,482,078"
20181030,합계,"2,955,944"
20181031,입구,"1,462,160"
20181031,출구,"1,476,214"
20181031,합계,"2,938,374"
20181101,입구,"1,474,580"
20181101,출구,"1,488,111"
20181101,합계,"2,962,691"
20181102,입구,"1,559,057"
20181102,출구,"1,547,489"
20181102,합계,"3,106,546"
20181103,입구,"1,467,895"
20181103,출구,"1,454,728"
20181103,합계,"2,922,623"
20181104,입구,"1,221,274"
20181104,출구,"1,267,464"
20181104,합계,"2,488,738"
20181105,입구,"1,476,080"
20181105,출구,"1,468,763"
20181105,합계,"2,944,843"
20181106,입구,"1,465,913"
20181106,출구,"1,475,818"
20181106,합계,"2,941,731"
20181107,입구,"1,442,159"
20181107,출구,"1,465,292"
20181107,합계,"2,907,451"
20181108,입구,"1,334,245"
20181108,출구,"1,350,273"
20181108,합계,"2,684,518"
20181109,입구,"1,554,600"
20181109,출구,"1,542,296"
20181109,합계,"3,096,896"
20181110,입구,"1,459,713"
20181110,출구,"1,443,505"
20181110,합계,"2,903,218"
20181111,입구,"1,206,218"
20181111,출구,"1,256,802"
20181111,합계,"2,463,020"
20181112,입구,"1,469,445"
20181112,출구,"1,464,387"
20181112,합계,"2,933,832"
20181113,입구,"1,472,803"
20181113,출구,"1,482,908"
20181113,합계,"2,955,711"
20181114,입구,"1,472,762"
20181114,출구,"1,484,208"
20181114,합계,"2,956,970"
20181115,입구,"1,484,340"
20181115,출구,"1,489,068"
20181115,합계,"2,973,408"
20181116,입구,"1,582,692"
20181116,출구,"1,567,291"
20181116,합계,"3,149,983"
20181117,입구,"1,480,569"
20181117,출구,"1,452,571"
20181117,합계,"2,933,140"
20181118,입구,"1,238,999"
20181118,출구,"1,286,951"
20181118,합계,"2,525,950"
20181119,입구,"1,486,736"
20181119,출구,"1,482,089"
20181119,합계,"2,968,825"
20181120,입구,"1,467,930"
20181120,출구,"1,479,513"
20181120,합계,"2,947,443"
20181121,입구,"1,432,941"
20181121,출구,"1,448,404"
20181121,합계,"2,881,345"
20181122,입구,"1,475,321"
20181122,출구,"1,487,411"
20181122,합계,"2,962,732"
20181123,입구,"1,564,185"
20181123,출구,"1,550,237"
20181123,합계,"3,114,422"
20181124,입구,"1,301,263"
20181124,출구,"1,297,171"
20181124,합계,"2,598,434"
20181125,입구,"1,187,566"
20181125,출구,"1,246,612"
20181125,합계,"2,434,178"
20181126,입구,"1,460,848"
20181126,출구,"1,464,015"
20181126,합계,"2,924,863"
20181127,입구,"1,447,357"
20181127,출구,"1,465,076"
20181127,합계,"2,912,433"
20181128,입구,"1,448,231"
20181128,출구,"1,460,269"
20181128,합계,"2,908,500"
20181129,입구,"1,453,238"
20181129,출구,"1,476,442"
20181129,합계,"2,929,680"
20181130,입구,"1,529,666"
20181130,출구,"1,530,290"
20181130,합계,"3,059,956"
20181201,입구,"1,432,245"
20181201,출구,"1,413,077"
20181201,합계,"2,845,322"
20181202,입구,"1,160,266"
20181202,출구,"1,218,100"
20181202,합계,"2,378,366"
20181203,입구,"1,360,792"
20181203,출구,"1,357,458"
20181203,합계,"2,718,250"
20181204,입구,"1,402,289"
20181204,출구,"1,407,222"
20181204,합계,"2,809,511"
20181205,입구,"1,437,256"
20181205,출구,"1,451,051"
20181205,합계,"2,888,307"
20181206,입구,"1,439,370"
20181206,출구,"1,457,372"
20181206,합계,"2,896,742"
20181207,입구,"1,494,836"
20181207,출구,"1,509,474"
20181207,합계,"3,004,310"
20181208,입구,"1,326,849"
20181208,출구,"1,311,698"
20181208,합계,"2,638,547"
20181209,입구,"1,071,869"
20181209,출구,"1,108,346"
20181209,합계,"2,180,215"
20181210,입구,"1,421,052"
20181210,출구,"1,419,999"
20181210,합계,"2,841,051"
20181211,입구,"1,415,701"
20181211,출구,"1,425,895"
20181211,합계,"2,841,596"
20181212,입구,"1,447,340"
20181212,출구,"1,435,179"
20181212,합계,"2,882,519"
20181213,입구,"1,283,250"
20181213,출구,"1,301,192"
20181213,합계,"2,584,442"
20181214,입구,"1,475,585"
20181214,출구,"1,499,593"
20181214,합계,"2,975,178"
20181215,입구,"1,364,397"
20181215,출구,"1,360,494"
20181215,합계,"2,724,891"
20181216,입구,"1,061,200"
20181216,출구,"1,093,658"
20181216,합계,"2,154,858"
20181217,입구,"1,432,889"
20181217,출구,"1,418,770"
20181217,합계,"2,851,659"
20181218,입구,"1,426,318"
20181218,출구,"1,435,261"
20181218,합계,"2,861,579"
20181219,입구,"1,425,773"
20181219,출구,"1,446,799"
20181219,합계,"2,872,572"
20181220,입구,"1,440,284"
20181220,출구,"1,461,491"
20181220,합계,"2,901,775"
20181221,입구,"1,508,976"
20181221,출구,"1,536,359"
20181221,합계,"3,045,335"
20181222,입구,"1,372,093"
20181222,출구,"1,358,587"
20181222,합계,"2,730,680"
20181223,입구,"1,097,442"
20181223,출구,"1,116,657"
20181223,합계,"2,214,099"
20181224,입구,"1,412,114"
20181224,출구,"1,420,717"
20181224,합계,"2,832,831"
20181225,입구,"1,038,659"
20181225,출구,"1,043,335"
20181225,합계,"2,081,994"
20181226,입구,"1,429,023"
20181226,출구,"1,417,704"
20181226,합계,"2,846,727"
20181227,입구,"1,392,830"
20181227,출구,"1,415,821"
20181227,합계,"2,808,651"
20181228,입구,"1,433,516"
20181228,출구,"1,447,005"
20181228,합계,"2,880,521"
20181229,입구,"1,250,253"
20181229,출구,"1,218,068"
20181229,합계,"2,468,321"
20181230,입구,"1,016,267"
20181230,출구,"1,032,824"
20181230,합계,"2,049,091"
20181231,입구,"1,317,357"
20181231,출구,"1,317,836"
20181231,합계,"2,635,193"
20190101,입구,"1,032,700"
20190101,출구,"1,065,670"
20190101,합계,"2,098,370"
20190102,입구,"1,354,531"
20190102,출구,"1,343,932"
20190102,합계,"2,698,463"
20190103,입구,"1,389,951"
20190103,출구,"1,398,824"
20190103,합계,"2,788,775"
20190104,입구,"1,457,114"
20190104,출구,"1,472,630"
20190104,합계,"2,929,744"
20190105,입구,"1,265,192"
20190105,출구,"1,252,557"
20190105,합계,"2,517,749"
20190106,입구,"996,512"
20190106,출구,"1,019,594"
20190106,합계,"2,016,106"
20190107,입구,"1,400,054"
20190107,출구,"1,391,300"
20190107,합계,"2,791,354"
20190108,입구,"1,395,339"
20190108,출구,"1,403,470"
20190108,합계,"2,798,809"
20190109,입구,"1,384,380"
20190109,출구,"1,401,471"
20190109,합계,"2,785,851"
20190110,입구,"1,400,574"
20190110,출구,"1,414,991"
20190110,합계,"2,815,565"
20190111,입구,"1,471,345"
20190111,출구,"1,489,691"
20190111,합계,"2,961,036"
20190112,입구,"1,313,684"
20190112,출구,"1,298,750"
20190112,합계,"2,612,434"
20190113,입구,"1,046,940"
20190113,출구,"1,078,912"
20190113,합계,"2,125,852"
20190114,입구,"1,406,504"
20190114,출구,"1,394,246"
20190114,합계,"2,800,750"
20190115,입구,"1,399,335"
20190115,출구,"1,414,122"
20190115,합계,"2,813,457"
20190116,입구,"1,390,740"
20190116,출구,"1,406,734"
20190116,합계,"2,797,474"
20190117,입구,"1,397,506"
20190117,출구,"1,411,943"
20190117,합계,"2,809,449"
20190118,입구,"1,478,494"
20190118,출구,"1,495,735"
20190118,합계,"2,974,229"
20190119,입구,"1,323,834"
20190119,출구,"1,313,447"
20190119,합계,"2,637,281"
20190120,입구,"1,072,057"
20190120,출구,"1,092,681"
20190120,합계,"2,164,738"
20190121,입구,"1,418,925"
20190121,출구,"1,409,980"
20190121,합계,"2,828,905"
20190122,입구,"1,409,401"
20190122,출구,"1,423,129"
20190122,합계,"2,832,530"
20190123,입구,"1,417,528"
20190123,출구,"1,427,212"
20190123,합계,"2,844,740"
20190124,입구,"1,424,874"
20190124,출구,"1,442,446"
20190124,합계,"2,867,320"
20190125,입구,"1,486,717"
20190125,출구,"1,507,155"
20190125,합계,"2,993,872"
20190126,입구,"1,324,972"
20190126,출구,"1,316,482"
20190126,합계,"2,641,454"
20190127,입구,"1,077,457"
20190127,출구,"1,092,036"
20190127,합계,"2,169,493"
20190128,입구,"1,438,418"
20190128,출구,"1,420,907"
20190128,합계,"2,859,325"
20190129,입구,"1,439,086"
20190129,출구,"1,453,419"
20190129,합계,"2,892,505"
20190130,입구,"1,458,297"
20190130,출구,"1,476,005"
20190130,합계,"2,934,302"
20190131,입구,"1,455,681"
20190131,출구,"1,469,331"
20190131,합계,"2,925,012"
20190201,입구,"1,499,229"
20190201,출구,"1,464,700"
20190201,합계,"2,963,929"
20190202,입구,"1,247,165"
20190202,출구,"1,100,057"
20190202,합계,"2,347,222"
20190203,입구,"1,023,581"
20190203,출구,"861,636"
20190203,합계,"1,885,217"
20190204,입구,"1,134,309"
20190204,출구,"1,055,514"
20190204,합계,"2,189,823"
20190205,입구,"1,420,881"
20190205,출구,"1,465,577"
20190205,합계,"2,886,458"
20190206,입구,"1,083,538"
20190206,출구,"1,359,293"
20190206,합계,"2,442,831"
20190207,입구,"1,278,802"
20190207,출구,"1,332,855"
20190207,합계,"2,611,657"
20190208,입구,"1,406,284"
20190208,출구,"1,426,049"
20190208,합계,"2,832,333"
20190209,입구,"1,223,401"
20190209,출구,"1,227,295"
20190209,합계,"2,450,696"
20190210,입구,"974,530"
20190210,출구,"986,092"
20190210,합계,"1,960,622"
20190211,입구,"1,417,107"
20190211,출구,"1,405,325"
20190211,합계,"2,822,432"
20190212,입구,"1,418,717"
20190212,출구,"1,425,045"
20190212,합계,"2,843,762"
20190213,입구,"1,432,060"
20190213,출구,"1,439,439"
20190213,합계,"2,871,499"
20190214,입구,"1,449,468"
20190214,출구,"1,463,099"
20190214,합계,"2,912,567"
20190215,입구,"1,401,987"
20190215,출구,"1,425,240"
20190215,합계,"2,827,227"
20190216,입구,"1,300,418"
20190216,출구,"1,293,186"
20190216,합계,"2,593,604"
20190217,입구,"1,072,723"
20190217,출구,"1,090,649"
20190217,합계,"2,163,372"
20190218,입구,"1,452,541"
20190218,출구,"1,447,470"
20190218,합계,"2,900,011"
20190219,입구,"1,208,823"
20190219,출구,"1,222,052"
20190219,합계,"2,430,875"
20190220,입구,"1,434,521"
20190220,출구,"1,449,420"
20190220,합계,"2,883,941"
20190221,입구,"1,453,910"
20190221,출구,"1,473,892"
20190221,합계,"2,927,802"
20190222,입구,"1,517,825"
20190222,출구,"1,553,687"
20190222,합계,"3,071,512"
20190223,입구,"1,386,317"
20190223,출구,"1,376,296"
20190223,합계,"2,762,613"
20190224,입구,"1,138,826"
20190224,출구,"1,163,166"
20190224,합계,"2,301,992"
20190225,입구,"1,476,464"
20190225,출구,"1,469,711"
20190225,합계,"2,946,175"
20190226,입구,"1,467,779"
20190226,출구,"1,482,839"
20190226,합계,"2,950,618"
20190227,입구,"1,485,665"
20190227,출구,"1,503,973"
20190227,합계,"2,989,638"
20190228,입구,"1,575,589"
20190228,출구,"1,581,617"
20190228,합계,"3,157,206"
20190301,입구,"1,363,868"
20190301,출구,"1,348,342"
20190301,합계,"2,712,210"
20190302,입구,"1,280,882"
20190302,출구,"1,318,550"
20190302,합계,"2,599,432"
20190303,입구,"1,103,042"
20190303,출구,"1,165,526"
20190303,합계,"2,268,568"
20190304,입구,"1,444,856"
20190304,출구,"1,430,938"
20190304,합계,"2,875,794"
20190305,입구,"1,426,514"
20190305,출구,"3,849,999"
20190305,합계,"5,276,513"
20190306,입구,"1,429,827"
20190306,출구,"1,449,097"
20190306,합계,"2,878,924"
20190307,입구,"1,450,689"
20190307,출구,"1,466,480"
20190307,합계,"2,917,169"
20190308,입구,"1,517,785"
20190308,출구,"1,547,567"
20190308,합계,"3,065,352"
20190309,입구,"1,394,129"
20190309,출구,"1,394,591"
20190309,합계,"2,788,720"
20190310,입구,"1,082,187"
20190310,출구,"1,110,656"
20190310,합계,"2,192,843"
20190311,입구,"1,456,259"
20190311,출구,"1,442,669"
20190311,합계,"2,898,928"
20190312,입구,"1,437,376"
20190312,출구,"1,450,877"
20190312,합계,"2,888,253"
20190313,입구,"1,449,081"
20190313,출구,"1,464,994"
20190313,합계,"2,914,075"
20190314,입구,"1,470,861"
20190314,출구,"1,490,212"
20190314,합계,"2,961,073"
20190315,입구,"1,504,818"
20190315,출구,"1,525,480"
20190315,합계,"3,030,298"
20190316,입구,"1,388,348"
20190316,출구,"1,376,535"
20190316,합계,"2,764,883"
20190317,입구,"1,135,947"
20190317,출구,"1,169,697"
20190317,합계,"2,305,644"
20190318,입구,"1,465,333"
20190318,출구,"1,457,550"
20190318,합계,"2,922,883"
20190319,입구,"1,459,851"
20190319,출구,"1,477,408"
20190319,합계,"2,937,259"
20190320,입구,"1,415,466"
20190320,출구,"1,441,073"
20190320,합계,"2,856,539"
20190321,입구,"1,431,900"
20190321,출구,"1,448,487"
20190321,합계,"2,880,387"
20190322,입구,"1,539,861"
20190322,출구,"1,552,607"
20190322,합계,"3,092,468"
20190323,입구,"1,369,145"
20190323,출구,"1,351,646"
20190323,합계,"2,720,791"
20190324,입구,"1,142,134"
20190324,출구,"1,182,624"
20190324,합계,"2,324,758"
20190325,입구,"1,475,151"
20190325,출구,"1,465,657"
20190325,합계,"2,940,808"
20190326,입구,"1,470,811"
20190326,출구,"1,489,429"
20190326,합계,"2,960,240"
20190327,입구,"1,468,284"
20190327,출구,"1,488,934"
20190327,합계,"2,957,218"
20190328,입구,"1,487,336"
20190328,출구,"1,505,270"
20190328,합계,"2,992,606"
20190329,입구,"1,560,960"
20190329,출구,"1,574,916"
20190329,합계,"3,135,876"
20190330,입구,"1,370,681"
20190330,출구,"1,357,205"
20190330,합계,"2,727,886"
20190331,입구,"1,137,598"
20190331,출구,"1,187,221"
20190331,합계,"2,324,819"
20190401,입구,"1,460,432"
20190401,출구,"1,458,071"
20190401,합계,"2,918,503"
20190402,입구,"1,460,829"
20190402,출구,"1,470,010"
20190402,합계,"2,930,839"
20190403,입구,"1,462,917"
20190403,출구,"1,477,581"
20190403,합계,"2,940,498"
20190404,입구,"1,485,082"
20190404,출구,"1,502,317"
20190404,합계,"2,987,399"
20190405,입구,"1,571,539"
20190405,출구,"1,562,656"
20190405,합계,"3,134,195"
20190406,입구,"1,430,858"
20190406,출구,"1,425,894"
20190406,합계,"2,856,752"
20190407,입구,"1,188,690"
20190407,출구,"1,265,762"
20190407,합계,"2,454,452"
20190408,입구,"1,484,844"
20190408,출구,"1,482,094"
20190408,합계,"2,966,938"
20190409,입구,"1,443,426"
20190409,출구,"1,460,200"
20190409,합계,"2,903,626"
20190410,입구,"1,428,551"
20190410,출구,"1,441,136"
20190410,합계,"2,869,687"
20190411,입구,"1,486,108"
20190411,출구,"1,490,633"
20190411,합계,"2,976,741"
20190412,입구,"1,573,312"
20190412,출구,"1,564,812"
20190412,합계,"3,138,124"
20190413,입구,"1,476,896"
20190413,출구,"1,476,881"
20190413,합계,"2,953,777"
20190414,입구,"1,085,054"
20190414,출구,"1,146,489"
20190414,합계,"2,231,543"
20190415,입구,"1,498,524"
20190415,출구,"1,487,347"
20190415,합계,"2,985,871"
20190416,입구,"1,492,143"
20190416,출구,"1,503,870"
20190416,합계,"2,996,013"
20190417,입구,"1,492,748"
20190417,출구,"1,506,031"
20190417,합계,"2,998,779"
20190418,입구,"1,479,329"
20190418,출구,"1,500,065"
20190418,합계,"2,979,394"
20190419,입구,"1,572,713"
20190419,출구,"1,572,972"
20190419,합계,"3,145,685"
20190420,입구,"1,451,964"
20190420,출구,"1,436,216"
20190420,합계,"2,888,180"
20190421,입구,"1,169,768"
20190421,출구,"1,230,825"
20190421,합계,"2,400,593"
20190422,입구,"1,498,556"
20190422,출구,"1,494,620"
20190422,합계,"2,993,176"
20190423,입구,"1,486,287"
20190423,출구,"1,505,252"
20190423,합계,"2,991,539"
20190424,입구,"1,460,366"
20190424,출구,"1,480,937"
20190424,합계,"2,941,303"
20190425,입구,"1,449,271"
20190425,출구,"1,470,910"
20190425,합계,"2,920,181"
20190426,입구,"1,526,655"
20190426,출구,"1,527,549"
20190426,합계,"3,054,204"
20190427,입구,"1,481,178"
20190427,출구,"1,456,311"
20190427,합계,"2,937,489"
20190428,입구,"1,188,078"
20190428,출구,"1,252,037"
20190428,합계,"2,440,115"
20190429,입구,"1,500,997"
20190429,출구,"1,500,263"
20190429,합계,"3,001,260"
20190430,입구,"1,556,190"
20190430,출구,"1,577,436"
20190430,합계,"3,133,626"
20190501,입구,"1,281,808"
20190501,출구,"1,279,389"
20190501,합계,"2,561,197"
20190502,입구,"1,549,623"
20190502,출구,"1,524,298"
20190502,합계,"3,073,921"
20190503,입구,"1,638,922"
20190503,출구,"1,607,979"
20190503,합계,"3,246,901"
20190504,입구,"1,529,534"
20190504,출구,"1,489,689"
20190504,합계,"3,019,223"
20190505,입구,"1,288,660"
20190505,출구,"1,323,855"
20190505,합계,"2,612,515"
20190506,입구,"1,316,647"
20190506,출구,"1,446,336"
20190506,합계,"2,762,983"
20190507,입구,"1,510,946"
20190507,출구,"1,530,652"
20190507,합계,"3,041,598"
20190508,입구,"1,519,506"
20190508,출구,"1,543,917"
20190508,합계,"3,063,423"
20190509,입구,"1,518,139"
20190509,출구,"1,516,643"
20190509,합계,"3,034,782"
20190510,입구,"1,567,631"
20190510,출구,"1,573,711"
20190510,합계,"3,141,342"
20190511,입구,"1,454,874"
20190511,출구,"1,431,927"
20190511,합계,"2,886,801"
20190512,입구,"1,182,050"
20190512,출구,"1,233,316"
20190512,합계,"2,415,366"
20190513,입구,"1,484,225"
20190513,출구,"1,481,589"
20190513,합계,"2,965,814"
20190514,입구,"1,479,478"
20190514,출구,"1,494,023"
20190514,합계,"2,973,501"
20190515,입구,"1,495,620"
20190515,출구,"1,509,815"
20190515,합계,"3,005,435"
20190516,입구,"1,491,635"
20190516,출구,"1,513,458"
20190516,합계,"3,005,093"
20190517,입구,"1,575,604"
20190517,출구,"1,589,122"
20190517,합계,"3,164,726"
20190518,입구,"1,447,038"
20190518,출구,"1,436,746"
20190518,합계,"2,883,784"
20190519,입구,"1,080,320"
20190519,출구,"1,137,366"
20190519,합계,"2,217,686"
20190520,입구,"1,478,320"
20190520,출구,"1,471,563"
20190520,합계,"2,949,883"
20190521,입구,"1,486,203"
20190521,출구,"1,499,198"
20190521,합계,"2,985,401"
20190522,입구,"1,490,517"
20190522,출구,"1,506,325"
20190522,합계,"2,996,842"
20190523,입구,"1,494,695"
20190523,출구,"1,513,399"
20190523,합계,"3,008,094"
20190524,입구,"1,575,992"
20190524,출구,"1,583,335"
20190524,합계,"3,159,327"
20190525,입구,"1,455,491"
20190525,출구,"1,443,182"
20190525,합계,"2,898,673"
20190526,입구,"1,194,110"
20190526,출구,"1,253,305"
20190526,합계,"2,447,415"
20190527,입구,"1,381,667"
20190527,출구,"1,385,904"
20190527,합계,"2,767,571"
20190528,입구,"1,487,467"
20190528,출구,"1,496,199"
20190528,합계,"2,983,666"
20190529,입구,"1,484,997"
20190529,출구,"1,508,071"
20190529,합계,"2,993,068"
20190530,입구,"1,484,858"
20190530,출구,"1,509,913"
20190530,합계,"2,994,771"
20190531,입구,"1,568,621"
20190531,출구,"1,568,702"
20190531,합계,"3,137,323"
20190601,입구,"1,436,608"
20190601,출구,"1,420,325"
20190601,합계,"2,856,933"
20190602,입구,"1,153,954"
20190602,출구,"1,217,602"
20190602,합계,"2,371,556"
20190603,입구,"1,492,814"
20190603,출구,"1,491,433"
20190603,합계,"2,984,247"
20190604,입구,"1,510,082"
20190604,출구,"1,502,855"
20190604,합계,"3,012,937"
20190605,입구,"1,588,016"
20190605,출구,"1,592,015"
20190605,합계,"3,180,031"
20190606,입구,"1,281,804"
20190606,출구,"1,281,647"
20190606,합계,"2,563,451"
20190607,입구,"1,408,349"
20190607,출구,"1,403,728"
20190607,합계,"2,812,077"
20190608,입구,"1,420,385"
20190608,출구,"1,420,500"
20190608,합계,"2,840,885"
20190609,입구,"1,118,303"
20190609,출구,"1,201,248"
20190609,합계,"2,319,551"
20190610,입구,"1,458,461"
20190610,출구,"1,462,725"
20190610,합계,"2,921,186"
20190611,입구,"1,481,949"
20190611,출구,"1,502,125"
20190611,합계,"2,984,074"
20190612,입구,"1,496,247"
20190612,출구,"1,500,341"
20190612,합계,"2,996,588"
20190613,입구,"1,494,983"
20190613,출구,"1,506,328"
20190613,합계,"3,001,311"
20190614,입구,"1,583,000"
20190614,출구,"1,599,106"
20190614,합계,"3,182,106"
20190615,입구,"1,451,149"
20190615,출구,"1,441,098"
20190615,합계,"2,892,247"
20190616,입구,"1,149,195"
20190616,출구,"1,210,260"
20190616,합계,"2,359,455"
20190617,입구,"1,498,389"
20190617,출구,"1,500,746"
20190617,합계,"2,999,135"
20190618,입구,"1,466,796"
20190618,출구,"1,490,164"
20190618,합계,"2,956,960"
20190619,입구,"1,465,176"
20190619,출구,"1,486,784"
20190619,합계,"2,951,960"
20190620,입구,"1,514,526"
20190620,출구,"1,532,545"
20190620,합계,"3,047,071"
20190621,입구,"1,586,056"
20190621,출구,"1,599,711"
20190621,합계,"3,185,767"
20190622,입구,"1,461,587"
20190622,출구,"1,450,707"
20190622,합계,"2,912,294"
20190623,입구,"1,178,980"
20190623,출구,"1,237,046"
20190623,합계,"2,416,026"
20190624,입구,"1,499,301"
20190624,출구,"1,502,879"
20190624,합계,"3,002,180"
20190625,입구,"1,482,232"
20190625,출구,"1,506,031"
20190625,합계,"2,988,263"
20190626,입구,"1,486,036"
20190626,출구,"1,514,589"
20190626,합계,"3,000,625"
20190627,입구,"1,461,783"
20190627,출구,"1,482,601"
20190627,합계,"2,944,384"
20190628,입구,"1,564,137"
20190628,출구,"1,581,711"
20190628,합계,"3,145,848"
20190629,입구,"1,382,448"
20190629,출구,"1,374,185"
20190629,합계,"2,756,633"
20190630,입구,"1,158,790"
20190630,출구,"1,207,891"
20190630,합계,"2,366,681"
20190701,입구,"1,469,012"
20190701,출구,"1,471,261"
20190701,합계,"2,940,273"
20190702,입구,"1,455,176"
20190702,출구,"1,478,372"
20190702,합계,"2,933,548"
20190703,입구,"1,484,091"
20190703,출구,"1,494,336"
20190703,합계,"2,978,427"
20190704,입구,"1,477,333"
20190704,출구,"1,496,435"
20190704,합계,"2,973,768"
20190705,입구,"1,567,133"
20190705,출구,"1,566,503"
20190705,합계,"3,133,636"
20190706,입구,"1,431,528"
20190706,출구,"1,409,458"
20190706,합계,"2,840,986"
20190707,입구,"1,152,068"
20190707,출구,"1,213,132"
20190707,합계,"2,365,200"
20190708,입구,"1,479,385"
20190708,출구,"1,491,446"
20190708,합계,"2,970,831"
20190709,입구,"1,465,264"
20190709,출구,"1,481,313"
20190709,합계,"2,946,577"
20190710,입구,"1,443,151"
20190710,출구,"1,476,241"
20190710,합계,"2,919,392"
20190711,입구,"1,416,875"
20190711,출구,"1,433,745"
20190711,합계,"2,850,620"
20190712,입구,"1,578,641"
20190712,출구,"1,576,202"
20190712,합계,"3,154,843"
20190713,입구,"1,427,242"
20190713,출구,"1,407,251"
20190713,합계,"2,834,493"
20190714,입구,"1,159,325"
20190714,출구,"1,210,883"
20190714,합계,"2,370,208"
20190715,입구,"1,458,503"
20190715,출구,"1,462,498"
20190715,합계,"2,921,001"
20190716,입구,"1,455,187"
20190716,출구,"1,478,724"
20190716,합계,"2,933,911"
20190717,입구,"1,467,852"
20190717,출구,"1,494,071"
20190717,합계,"2,961,923"
20190718,입구,"1,482,371"
20190718,출구,"1,505,999"
20190718,합계,"2,988,370"
20190719,입구,"1,571,283"
20190719,출구,"1,589,608"
20190719,합계,"3,160,891"
20190720,입구,"1,330,920"
20190720,출구,"1,319,153"
20190720,합계,"2,650,073"
20190721,입구,"1,096,776"
20190721,출구,"1,125,704"
20190721,합계,"2,222,480"
